"categoria","data","lancamento","valor","dt_competencia"
Planos,2022-06-20,Compra De Pontos Latam,1905.3,2025-03-06
Vestimenta,2022-01-31,Vulcabras Azaleia 05/05,33.54,2025-03-06
Planos,2022-05-28,Airbnb * Hmxnes2mx9,4147.88,2025-03-06
Planos,2022-05-29,Airbnb * Hmzmskffms,3300.69,2025-03-06
Planos,2022-05-29,"IOF - transação internacional",475.2,2025-03-06
Assinatura,2022-05-30,Google Play,12.31,2025-03-06
Presentes,2022-06-13,Amazon.Es*2c7j35mf4 Am,70.11,2025-03-06
Presentes,2022-06-13,"IOF de ""Amazon.Es*2c7j35mf4 Am""",4.47,2025-03-06
Assinatura,2022-06-20,Google Storage,9.99,2025-03-06
Seguro,2022-01-26,Bradesco Seguros A05/06,280.3,2025-03-06
Assinatura,2022-05-06,Google Youtube Member,2.99,2025-03-06
Assinatura,2022-05-16,Anuidade Diferenci01/12,72.0,2025-03-06
Assinatura,2022-05-19,Google Youtubepremium,18.1,2025-03-06
Vestimenta,2022-01-31,Vulcabras Azaleia 04/05,33.54,2025-03-06
Eletrônico,2022-04-29,Aliexpress,146.37,2025-03-06
Assinatura,2022-04-29,Ec*kasperskybrazilnexw,69.59,2025-03-06
Alimentação,2022-05-02,Minipreco,86.97,2025-03-06
Alimentação,2022-05-02,"IOF de ""Minipreco""",5.55,2025-03-06
Assinatura,2022-05-20,Google Storage,9.99,2025-03-06
Livros,2022-05-21,Amzn Mktp Es*2503z0844,170.13,2025-03-06
Livros,2022-05-21,"IOF de ""Amzn Mktp Es*2503z0844""",10.85,2025-03-06
Seguro,2022-01-26,Bradesco Seguros A04/06,280.3,2025-03-06
Produtos Saúde,2022-02-05,Ultrafarma Loja 7 03/03,18.35,2025-03-06
Pet,2022-03-09,Cobasi Jabaquara  02/02,99.95,2025-03-06
Assinatura,2022-03-26,Google Storage,6.99,2025-03-06
Assinatura,2022-04-06,Google Youtube Member,2.99,2025-03-06
Assinatura,2022-04-19,Google Youtubepremium,18.1,2025-03-06
Vestimenta,2022-01-31,Vulcabras Azaleia 03/05,33.54,2025-03-06
Assinatura,2022-04-04,Google Storage,9.99,2025-03-06
Alimentação,2022-04-19,Minipreco Dafundo,104.33,2025-03-06
Alimentação,2022-04-19,"IOF de ""Minipreco Dafundo""",6.66,2025-03-06
Locomoção,2022-04-28,PIX TRANSF  FILIPE 28/04,22.0,2025-03-06
Seguro,2022-01-26,Bradesco Seguros A03/06,280.3,2025-03-06
Produtos Saúde,2022-02-05,Ultrafarma Loja 7,-0.02,2025-03-06
Produtos Saúde,2022-02-05,Ultrafarma Loja 7 02/03,18.35,2025-03-06
Assinatura,2022-02-26,Google Storage,6.99,2025-03-06
Assinatura,2022-03-06,Youtube Member,2.99,2025-03-06
Pet,2022-03-09,Cobasi Jabaquara  01/02,99.95,2025-03-06
Assinatura,2022-03-19,Google Youtubepremium,18.1,2025-03-06
Vestimenta,2022-01-31,Vulcabras Azaleia - S,-0.08,2025-03-06
Vestimenta,2022-01-31,Vulcabras Azaleia 02/05,33.54,2025-03-06
Seguro,2022-01-26,Bradesco Seguros A02/06,280.3,2025-03-06
Vestimenta,2022-02-05,Cea Sps 250,45.98,2025-03-06
Estacionamento,2022-02-05,Aliansce Estacionament,12.0,2025-03-06
Restaurante,2022-02-05,Pao De Acucar 1717 Ric,67.79,2025-03-06
Produtos Saúde,2022-02-05,Drogaria Sao-ct Lo461,24.41,2025-03-06
Produtos Saúde,2022-02-05,Ultrafarma Loja 7 01/03,18.35,2025-03-06
Restaurante,2022-02-06,Comercial Tateno Delih,54.36,2025-03-06
Produtos Saúde,2022-02-06,Cdb Centro Diagnostico,270.0,2025-03-06
Assinatura,2022-02-06,Google Youtube Member,2.99,2025-03-06
Restaurante,2022-02-08,Hn Hudson Ne-ct Uarulh,21.1,2025-03-06
Assinatura,2022-02-19,Youtubepremium,18.1,2025-03-06
Restaurante,2022-01-28,Uber *eats Help.uber.c,51.63,2025-03-06
Restaurante,2022-01-29,Uber *eats Help.uber.c,37.65,2025-03-06
Restaurante,2022-01-29,Uber * Eats Pending,-23.0,2025-03-06
Restaurante,2022-01-30,Uber   *uber   *eats,19.89,2025-03-06
Produtos Saúde,2022-01-30,Drogaria Sao Paulo S.,47.91,2025-03-06
Vestimenta,2022-01-31,Vulcabras Azaleia 01/05,33.54,2025-03-06
Restaurante,2022-02-05,Uber   *uber   *eats,63.75,2025-03-06
Planos,2022-02-15,Hotel On Booking.com,572.05,2025-03-06
Planos,2022-02-16,dólar de conversão,334.97,2025-03-06
Planos,2022-02-16,iof Internacional,105.74,2025-03-06
Produtos Saúde,2022-02-06,Cdb Centro Diagnostico,270.0,2025-03-06
Planos,2022-02-15,Hotel On Booking.com,750.64,2025-03-06
Locomoção,2022-02-22,"IOF de ""Uber *Trip""",1.96,2025-03-06
Locomoção,2022-02-22,"IOF de ""Uber *Trip Help.Uber.C""",3.33,2025-03-06
Locomoção,2022-02-22,"IOF de ""Uber *Eats Help.Uber.C""",2.1,2025-03-06
Locomoção,2022-02-22,Uber *Trip Help.Uber.C,52.14,2025-03-06
Alimentação,2022-02-22,Uber *Trip,30.66,2025-03-06
Locomoção,2022-02-22,Uber *Eats Help.Uber.C,70.49,2025-03-06
Alimentação,2022-02-23,"IOF de ""Uber *Trip""",0.97,2025-03-06
Locomoção,2022-02-23,"IOF de ""Uber *Trip""",3.76,2025-03-06
Locomoção,2022-02-23,Uber *Trip,15.26,2025-03-06
Locomoção,2022-02-23,Uber *Trip,58.92,2025-03-06
Eletrônico,2022-12-30,Ebanx*Shopee 5/6,10.32,2025-03-06
Manutenção,2022-12-30,Mercadocar 5/5,57.0,2025-03-06
Eletrônico,2022-12-30,Ebanx*Shopee 4/6,20.79,2025-03-06
Eletrônico,2022-12-30,Aliexpress 5/5,31.67,2025-03-06
Eletrônico,2022-12-30,Aliexpress 4/4,25.46,2025-03-06
Necessários,2022-12-30,Mercadolivre*Mercadol 4/4,42.25,2025-03-06
Produtos Saúde,2022-12-30,Pag*Chillibeans 3/4,220.24,2025-03-06
Presentes,2022-12-30,Vivara Eco*44230586850 2/2,87.5,2025-03-06
Eletrônico,2022-12-30,Aliexpress 5/6,30.72,2025-03-06
Planos,2022-12-30,Compra de Pontos Latam 3/3,595.0,2025-03-06
Ferramentas,2022-12-30,Mercpag*Lsferramentas 8/10,31.9,2025-03-06
Vestimenta,2022-12-30,Renner 2/2,37.94,2025-03-06
Eletrônico,2022-12-30,Aliexpress 4/4,32.7,2025-03-06
Manutenção,2022-12-30,Carrefour Ecj 2/2,173.53,2025-03-06
Assinatura,2022-01-01,Google Play,6.1,2025-03-06
Eletrônico,2022-01-03,Ebanx*Shopee 5/6,20.79,2025-03-06
Eletrônico,2022-01-03,Ebanx*Shopee 6/6,20.79,2025-03-06
Eletrônico,2022-01-03,Ebanx*Shopee 6/6,10.32,2025-03-06
Estacionamento,2022-01-03,Aliansce Estacionament,15.0,2025-03-06
Produtos Saúde,2022-01-03,Pag*Chillibeans 4/4,220.24,2025-03-06
Ferramentas,2022-01-03,Desconto Antecipação Mercpag*Lsferramentas,-0.54,2025-03-06
Produtos Saúde,2022-01-03,Desconto Antecipação Pag*Chillibeans,-1.25,2025-03-06
Eletrônico,2022-01-03,Aliexpress 6/6,30.72,2025-03-06
Ferramentas,2022-01-03,Mercpag*Lsferramentas 9/10,31.9,2025-03-06
Ferramentas,2022-01-03,Mercpag*Lsferramentas 10/10,31.9,2025-03-06
Eletrônico,2022-01-03,Desconto Antecipação Aliexpress,-0.17,2025-03-06
Outros,2022-01-03,Ebanx *Epicgames,23.1,2025-03-06
Eletrônico,2022-01-03,Desconto Antecipação Ebanx*Shopee,-0.06,2025-03-06
Eletrônico,2022-01-03,Desconto Antecipação Ebanx*Shopee,-0.35,2025-03-06
Produtos Saúde,2022-01-03,Drogaria Sao Paulo461,210.97,2025-03-06
Assinatura,2022-01-07,Google Youtube Member,2.99,2025-03-06
Pet,2022-01-08,Pag*Petzaplicativo,271.41,2025-03-06
Restaurante,2022-01-14,Zp *Ifood,1.0,2025-03-06
Restaurante,2022-01-14,Ifood *Ifood,135.48,2025-03-06
Telefone,2022-01-15,Vivo Easy*Easy Prime,54.99,2025-03-06
Combustível,2022-01-16,Posto de Serv Normandi,92.0,2025-03-06
Telefone,2022-01-19,Vivo Easy*Saldo,20.0,2025-03-06
Utilidade Casa,2022-01-21,Daiso Brasil,58.94,2025-03-06
Assinatura,2022-01-21,Google Youtubepremium,18.1,2025-03-06
Produtos Saúde,2022-01-19,Drogaria Online,211.76,2025-03-06
Estacionamento,2022-01-20,Aliansce Estacionament,12.0,2025-03-06
Produtos Saúde,2022-01-21,Raia 42,27.55,2025-03-06
Restaurante,2022-01-21,Lpqbr Restau-ct Es E P,95.92,2025-03-06
Estacionamento,2022-01-21,Planx Metrop-ct An,12.0,2025-03-06
Estacionamento,2022-01-21,Mooca Plaza Shopping,16.0,2025-03-06
Opcionais,2022-01-21,Cgk Comercial Ltda,14.98,2025-03-06
Restaurante,2022-01-21,Hocca Shoppi-ct Ooca,163.76,2025-03-06
Planos,2022-01-22,Faraos Empreendimentos,359.97,2025-03-06
Combustível,2022-01-22,Centro A A M Ltda,80.0,2025-03-06
Estacionamento,2022-01-22,Aliansce Estacionament,18.0,2025-03-06
Planos,2022-01-22,Precolandia,195.9,2025-03-06
Restaurante,2022-01-22,Outback Plaza Sul,117.1,2025-03-06
Produtos Saúde,2022-01-22,Drogaria Sao Paulo461,48.93,2025-03-06
Alimentação,2022-01-23,Cornershop Brasil Tecn,104.92,2025-03-06
Estacionamento,2022-01-24,Planx Metrop-ct An,12.0,2025-03-06
Restaurante,2022-01-25,Shopping Pla-ct Ul,9.1,2025-03-06
Estacionamento,2022-01-25,Aliansce Estacionament,12.0,2025-03-06
Utilidade Casa,2022-01-26,Lj03 Plaza S-ct,40.0,2025-03-06
Vestimenta,2022-01-26,Flip Flop Co-ct Io De,20.0,2025-03-06
Assinatura,2022-01-26,Google Storage,6.99,2025-03-06
Seguro,2022-01-26,Bradesco Seguros A01/06,280.3,2025-03-06
Estacionamento,2022-01-21,Raf Parking -ct Ac Ltd,25.0,2025-03-06
Vestimenta,2022-01-20,Renner,66.69,2025-03-06
Restaurante,2022-01-23,Uber   *uber   *eats,36.81,2025-03-06
Planos,2023-09-11,Elaza Comercial Va05/10,290.0,2025-03-06
Eletrônico,2023-09-13,Aliexpress        05/06,20.87,2025-03-06
Eletrônico,2023-09-13,Aliexpress        05/06,20.1,2025-03-06
Vestimenta,2023-09-16,Renner            05/05,43.96,2025-03-06
Pet,2023-10-29,Cobasi Imigrantes 03/04,99.82,2025-03-06
Produtos Saúde,2023-12-04,Drogaria Sao Paulo02/02,71.73,2025-03-06
Outros,2023-12-14,Pag*steam         02/03,30.67,2025-03-06
Outros,2023-12-14,Pag*steam,-0.02,2025-03-06
Restaurante,2023-12-27,Pag*emporiog-ct Altda,64.34,2025-03-06
Alimentação,2023-12-27,Pag*gleiserl-ct Dos,28.0,2025-03-06
Alimentação,2023-12-27,Pag*bardoman-ct,57.0,2025-03-06
Alimentação,2023-12-27,Galeria Do B-ct Hau,34.51,2025-03-06
Alimentação,2023-12-27,Malumar Come-ct  De Pe,56.31,2025-03-06
Assinatura,2023-12-28,Anuidade Diferenci07/08,54.0,2025-03-06
Outros,2023-12-28,Daiso Brasil-ct,44.96,2025-03-06
Utilidade Casa,2023-12-28,Telha Norte -ct,24.1,2025-03-06
Restaurante,2023-12-28,Baked Potato-ct,65.8,2025-03-06
Alimentação,2023-01-10,Francisco Me-ct,34.0,2025-03-06
Alimentação,2023-01-10,Betocacherro,10.0,2025-03-06
Alimentação,2023-01-11,Pag*mercadoo-ct A,10.48,2025-03-06
Celular,2023-01-12,Vivo Easy,29.99,2025-03-06
Restaurante,2023-01-13,Dominos Av D-ct Fe,86.7,2025-03-06
Assinatura,2023-01-14,Viena Shoppi-ct Laza S,12.1,2025-03-06
Alimentação,2023-01-14,Spoleto     -ct,36.0,2025-03-06
Utilidade Casa,2023-01-14,Daiso Brasil-ct,48.96,2025-03-06
Pet,2023-01-14,Cobasi Imigr-ct S,39.94,2025-03-06
Restaurante,2023-01-14,Ifood  *ifd*pizzaria,202.4,2025-03-06
Restaurante,2023-01-20,Ifood  *ifd*burger Ki,79.59,2025-03-06
Restaurante,2023-01-20,Ifood  *ifd*burger Ki,-19.9,2025-03-06
Restaurante,2023-01-21,Filial Marke-ct Ace,15.1,2025-03-06
Outros,2023-01-21,Berlin *faraos Empreen,159.97,2025-03-06
Restaurante,2023-01-21,Abraccio Market Place,207.03,2025-03-06
Alimentação,2023-12-29,Copa Rio Aco-ct,180.9,2025-03-06
Alimentação,2023-01-07,Cornershop Brasil Tecn,121.34,2025-03-06
Alimentação,2023-01-11,Cornershop Brasil Tecn,2.47,2025-03-06
Alimentação,2023-01-11,Cornershop Brasil Tecn,202.65,2025-03-06
Alimentação,2023-01-16,Cornershop Brasil Tecn,195.79,2025-03-06
Alimentação,2023-01-22,Cornershop Brasil Tecn,103.1,2025-03-06
Planos,2023-09-09,Mercadolivre*merca05/06,16.65,2025-03-06
Utilidade Casa,2023-09-27,Pg *flash Compras 04/04,50.49,2025-03-06
Utilidade Casa,2023-09-27,Amazon.com.br     04/06,54.12,2025-03-06
Eletrônico,2023-09-27,Mercadolivre*merca04/06,12.13,2025-03-06
Eletrônico,2023-10-04,Mercadolivre*merca04/06,14.64,2025-03-06
Utilidade Casa,2023-10-22,Brastemp E Rede   04/10,208.9,2025-03-06
Manutenção,2023-11-09,Mercadolivre*merca03/03,78.22,2025-03-06
Outros,2023-11-21,Mercadolivre*merca03/03,11.51,2025-03-06
Eletrônico,2023-11-26,Kabum             02/10,299.9,2025-03-06
Utilidade Casa,2023-11-29,Mercadolivre*mercadol,-0.06,2025-03-06
Manutenção,2023-11-29,Mercadolivre*merca02/04,49.46,2025-03-06
Outros,2023-11-30,Mercadolivre*mercadoli,-0.02,2025-03-06
Manutenção,2023-11-30,Mercadolivre*merca02/03,29.92,2025-03-06
Vestimenta,2023-11-30,Ebw*shopee        02/02,26.55,2025-03-06
Pet,2023-12-11,Cobasi E Commerce 02/02,104.75,2025-03-06
Eletrônico,2023-12-14,Mercadolivre*merca02/10,98.9,2025-03-06
Outros,2023-12-25,Ebw*shopee        02/02,15.1,2025-03-06
Utilidade Casa,2023-12-27,Mercadolivre*mchopperc,58.02,2025-03-06
Utilidade Casa,2023-12-27,Mercadolivre*rimports,77.08,2025-03-06
Alimentação,2023-12-31,Market4u*compra*108889,8.98,2025-03-06
Alimentação,2023-12-31,Market4u*compra*108940,4.98,2025-03-06
Restaurante,2023-12-31,Evino  *br2022198501/02,73.25,2025-03-06
Necessários,2023-01-02,Amazon-marketplace,20.1,2025-03-06
Pet,2023-01-02,Cobasi Sao Caetano01/02,137.09,2025-03-06
Utilidade Casa,2023-01-04,Shopee*abcompras  01/03,27.99,2025-03-06
Restaurante,2023-01-06,Ifd*osnir Hamburguer,28.43,2025-03-06
Restaurante,2023-01-08,Market4u*compra*110387,3.19,2025-03-06
Restaurante,2023-01-08,Market4u*compra*110427,3.19,2025-03-06
Restaurante,2023-01-08,Ifd*esfiha Imigrantes,32.3,2025-03-06
Restaurante,2023-01-10,Market4u*compra*110642,3.19,2025-03-06
Necessários,2023-01-10,Amazon.com.br,50.9,2025-03-06
Restaurante,2023-01-11,Market4u*compra*110909,10.98,2025-03-06
Restaurante,2023-01-12,Market4u*compra*111041,3.99,2025-03-06
Assinatura,2023-01-12,Amazonprimebr,12.1,2025-03-06
Assinatura,2023-01-13,Google Storage,34.99,2025-03-06
Internet,2023-01-16,Conta Vivo,258.82,2025-03-06
Assinatura,2023-01-19,Google Youtubepremium,18.1,2025-03-06
Estacionamento,2023-01-21,Conectcar   *conectcar,50.0,2025-03-06
Alimentação,2023-01-23,Market4u*compra*113463,8.98,2025-03-06
Alimentação,2023-01-25,Market4u*compra*113888,8.18,2025-03-06
Restaurante,2023-01-25,Ifd*habibs  Tancredo N,54.28,2025-03-06
Alimentação,2023-01-26,Market4u*compra*114086,4.99,2025-03-06
Viagem,2023-01-25,PAUBA BEACH,145.5,2025-03-06
Restaurante,2023-02-03,IFD*PIZZA HUT - SAUDE,64.8,2025-03-06
Utilidade Casa,2023-02-03,AMAZON-MARKETPLACE,12.1,2025-03-06
Utilidade Casa,2023-02-03,AMAZON-MARKETPLACE,46.2,2025-03-06
Utilidade Casa,2023-02-04,DAISO BRASIL,104.41,2025-03-06
Vestimenta,2023-02-04,LOJAS RENNER FL 52,83.2,2025-03-06
Pet,2023-02-06,COBASI IMIGRANTES S,118.6,2025-03-06
Pet,2023-02-07,AMAZON.COM.BR,59.9,2025-03-06
Restaurante,2023-02-10,IFD*PATTIES VILA MARIANA,55.05,2025-03-06
Estacionamento,2023-02-11,AVG ? PAESE SALZANO,25.0,2025-03-06
Outros,2023-02-12,MERCADOPAGO*RENATOCURCIO,31.41,2025-03-06
Produtos Saúde,2023-02-12,NATUS OTICA II,159.83,2025-03-06
Produtos Saúde,2023-02-12,DROGARIA SAO PAULO 671,97.1,2025-03-06
Ferramentas,2023-02-14,MERCADOPAGO*MERCADOLIVRE,88.83,2025-03-06
Alimentação,2023-02-14,PAG*MERCADOOBAOBA,29.98,2025-03-06
Outros,2023-02-16,MERCADOPAGO*99BBSOLUCOES,49.64,2025-03-06
Restaurante,2023-02-19,IFD*SPOLETO - SHOP PLAZA,68.79,2025-03-06
Ferramentas,2023-02-19,EBW*SHOPEE,31.21,2025-03-06
Restaurante,2023-02-20,STARBUCKS,23.1,2025-03-06
Utilidade Casa,2023-02-20,TOKSTOK,45.9,2025-03-06
Combustível,2023-02-20,CENTRO A A M LTDA,161.11,2025-03-06
Outros,2023-02-21,DAISO BRASIL,10.99,2025-03-06
Restaurante,2023-02-21,OUTBACK PLAZA SUL,63.65,2025-03-06
Internet,2023-02-21,CONTA VIVO,259.64,2025-03-06
Alimentação,2023-02-22,COPA RIO ACOUGUE,115.94,2025-03-06
Alimentação,2023-02-22,PAG*MERCADOOBAOBA,22.47,2025-03-06
Viagem,2023-01-25,PAUBA BEACH,145.5,2025-03-06
Assinatura,2023-01-27,DL*GOOGLE CINGUL,119.9,2025-03-06
Outros,2023-01-27,PARC=103MERCADOPAGO*ELLOF,30.67,2025-03-06
Eletrônico,2023-01-27,KALUNGA JABAQUARA BRAD,110.5,2025-03-06
Eletrônico,2023-01-27,KALUNGA JABAQUARA BRAD,-309.9,2025-03-06
Outros,2023-01-28,PBKIDS BRINQUEDOS LTDA,16.99,2025-03-06
Restaurante,2023-01-28,STARBUCKS,15.0,2025-03-06
Alimentação,2023-01-28,PAG*MERCADOOBAOBA,23.97,2025-03-06
Utilidade Casa,2023-01-28,DAISO BRASIL,41.47,2025-03-06
Restaurante,2023-01-28,GRAO DO IPIRANGA,31.91,2025-03-06
Seguro,2023-01-30,AZUL SEGURO AUTO,232.04,2025-03-06
Produtos Saúde,2023-01-30,DROGARIA SAO PAULO 002,64.64,2025-03-06
Livros,2023-01-30,AMAZON.COM.BR,61.99,2025-03-06
Opcionais,2023-01-31,PARC=104MERCADOPAGO*MERCA,33.31,2025-03-06
Planos,2023-09-11,Elaza Comercial Va06/10,290.0,2025-03-06
Eletrônico,2023-09-13,Aliexpress        06/06,20.87,2025-03-06
Eletrônico,2023-09-13,Aliexpress        06/06,20.1,2025-03-06
Pet,2023-10-29,Cobasi Imigrantes 04/04,99.82,2025-03-06
Outros,2023-12-14,Pag*steam         03/03,30.67,2025-03-06
Assinatura,2023-01-28,Anuidade Diferenci08/08,54.0,2025-03-06
Restaurante,2023-01-29,Ifood  *ifd*esfiha Im,59.77,2025-03-06
Opcionais,2023-01-30,Zp          *itau 01/02,29.94,2025-03-06
Assinatura,2023-02-10,Estorno Anuidade Difere,-54.0,2025-03-06
Assinatura,2023-02-11,Anuidade Diferenci01/01,3.1,2025-03-06
Celular,2023-02-12,Vivo Easy,29.99,2025-03-06
Restaurante,2023-02-17,Ifood  *ifd*patties V,101.05,2025-03-06
Alimentação,2023-01-27,Cornershop Brasil Tecn,205.03,2025-03-06
Alimentação,2023-01-27,Cornershop Brasil Tecn,9.28,2025-03-06
Alimentação,2023-02-11,Cornershop Brasil Tecn,283.96,2025-03-06
Alimentação,2023-02-18,Cornershop Brasil Tecn,28.62,2025-03-06
Alimentação,2023-02-18,Cornershop Brasil Tecn,328.26,2025-03-06
Alimentação,2023-02-18,Cornershop Brasil Tecn,5.0,2025-03-06
Planos,2023-09-09,Mercadolivre*merca06/06,16.65,2025-03-06
Eletrônico,2023-09-27,Mercadolivre*merca05/06,12.13,2025-03-06
Utilidade Casa,2023-09-27,Amazon.com.br     05/06,54.12,2025-03-06
Eletrônico,2023-10-04,Mercadolivre*merca05/06,14.64,2025-03-06
Utilidade Casa,2023-10-22,Brastemp E Rede   05/10,208.9,2025-03-06
Eletrônico,2023-11-26,Kabum             03/10,299.9,2025-03-06
Manutenção,2023-11-29,Mercadolivre*merca03/04,49.46,2025-03-06
Manutenção,2023-11-30,Mercadolivre*merca03/03,29.92,2025-03-06
Eletrônico,2023-12-14,Mercadolivre*merca03/10,98.9,2025-03-06
Restaurante,2023-12-31,Evino  *br2022198502/02,73.25,2025-03-06
Restaurante,2023-12-31,Evino  *br20221985991,-0.01,2025-03-06
Pet,2023-01-02,Cobasi Sao Caetano02/02,137.09,2025-03-06
Utilidade Casa,2023-01-04,Shopee*abcompras  02/03,27.99,2025-03-06
Outros,2023-01-04,Shopee*abcompras,-0.02,2025-03-06
Restaurante,2023-01-26,Ifd*osnir Hamburguer,49.9,2025-03-06
Alimentação,2023-01-29,Market4u*compra*114478,4.33,2025-03-06
Alimentação,2023-01-31,Market4u*compra*115104,9.48,2025-03-06
Alimentação,2023-02-01,Market4u*compra*115278,22.81,2025-03-06
Outros,2023-02-06,Shopee*1578476476701/02,23.34,2025-03-06
Alimentação,2023-02-07,Market4u*compra*116716,16.56,2025-03-06
Estacionamento,2023-02-12,Conectcar   *conectcar,50.0,2025-03-06
Assinatura,2023-02-12,Amazonprimebr,12.1,2025-03-06
Assinatura,2023-02-13,Google Storage,34.99,2025-03-06
Restaurante,2023-02-16,Market4u*compra*118685,3.19,2025-03-06
Assinatura,2023-02-19,Google Youtubepremium,18.1,2025-03-06
Restaurante,2023-02-21,Market4u*compra*119592,17.31,2025-03-06
Restaurante,2023-03-01,PAG*CERVEJARIAVANBEEN,37.0,2025-03-06
Locomoção,2023-03-01,UBER   *UBER   *TRIP,29.94,2025-03-06
Restaurante,2023-03-01,PAG*430GRADI,70.29,2025-03-06
Presentes,2023-03-01,AMAZON.COM.BR,83.8,2025-03-06
Restaurante,2023-03-03,PAG*MARTAMARIAFERRO,73.0,2025-03-06
Vestimenta,2023-02-04,LOJAS RENNER FL 52,83.2,2025-03-06
Alimentação,2023-03-04,PAG*MERCADOOBAOBA,20.99,2025-03-06
Viagem,2023-03-04,AZUL WE*SHYV7MRODRIGU,185.34,2025-03-06
Viagem,2023-03-04,AZUL WE*SHYV7MRODRIGU,238.86,2025-03-06
Vestimenta,2023-03-05,PARC=104RENNER,37.03,2025-03-06
Restaurante,2023-03-06,SP MOOCA E,30.25,2025-03-06
Outros,2023-03-06,PBKIDS BRINQUEDOS LTDA,50.02,2025-03-06
Outros,2023-03-07,ALIEXPRESS.COM,63.82,2025-03-06
Utilidade Casa,2023-03-11,DAISO BRASIL,55.45,2025-03-06
Produtos Saúde,2023-03-11,DROGARIA SAO PAULO461,104.05,2025-03-06
Presentes,2023-03-11,NATURA PAY*BROKER - PL,98.96,2025-03-06
Alimentação,2023-03-11,PAO DE ACUCAR 1717 RIC,38.05,2025-03-06
Utilidade Casa,2023-03-11,ZELO PLAZA SUL,28.35,2025-03-06
Produtos Saúde,2023-02-12,NATUS OTICA II,159.83,2025-03-06
Produtos Saúde,2023-02-12,DROGARIA SAO PAULO 671,97.1,2025-03-06
Planos,2023-03-12,AZUL WE*WDVIQLBRITO,49.59,2025-03-06
Viagem,2023-03-12,VILLA PEIXE NA TELHA,1458.0,2025-03-06
Planos,2023-03-12,AZUL WE*WDVIQLBRITO,316.14,2025-03-06
Planos,2023-03-12,AZUL WE*HCU6VLBRITO,311.87,2025-03-06
Eletrônico,2023-03-12,AMAZON BR,115.08,2025-03-06
Eletrônico,2023-03-13,MERCADOLIVRE*KDSIGN,40.61,2025-03-06
Presentes,2023-03-14,SP MEGA SH PLAZA,27.1,2025-03-06
Restaurante,2023-03-14,SPOLETO,36.4,2025-03-06
Restaurante,2023-03-14,FRANCISCO MEKARU,38.0,2025-03-06
Utilidade Casa,2023-03-14,DAISO BRASIL,19.98,2025-03-06
Alimentação,2023-03-14,PAG*LUIZCARLOSDOS,12.0,2025-03-06
Utilidade Casa,2023-03-14,MERCADOLIVRE*ABCSUPORT,33.74,2025-03-06
Necessários,2023-03-14,SHOPEE*LILY SPACE,23.34,2025-03-06
Estacionamento,2023-03-15,ESTAPAR*ZAD*SAO*PAULO,4.01,2025-03-06
Alimentação,2023-03-16,COPA RIO ACOUGUE,176.88,2025-03-06
Restaurante,2023-03-17,IFOOD  *IFD*MCDONALDS,79.69,2025-03-06
Internet,2023-03-17,CONTA VIVO,259.64,2025-03-06
Alimentação,2023-03-18,HIROTA FOOD VIGARIO AL,120.57,2025-03-06
Restaurante,2023-03-18,IFD*VIENA EXPRESS - SHOPP,37.34,2025-03-06
Restaurante,2023-03-18,IFOOD  *IFD*SUSHI POR,89.99,2025-03-06
Ferramentas,2023-02-19,EBW*SHOPEE,31.21,2025-03-06
Alimentação,2023-03-19,PAG*MERCADOOBAOBA,23.93,2025-03-06
Estacionamento,2023-03-23,ESTAPAR*ZAD*SAO*PAULO,12.16,2025-03-06
Restaurante,2023-03-23,IFOOD  *IFD*ESPERIENZ,39.96,2025-03-06
Produtos Saúde,2023-03-23,DRA CLAUDIA PRECIOSO,341.6,2025-03-06
Restaurante,2023-03-23,IFD*VIENA EXPRESS - SHOPP,-17.9,2025-03-06
Ferramentas,2023-02-24,PARC=102MERCADOPAGO*MERCA,36.41,2025-03-06
Alimentação,2023-03-24,PAG*MERCADOOBAOBA,42.97,2025-03-06
Restaurante,2023-03-24,IFOOD  *IFD*PATTIES V,76.55,2025-03-06
Viagem,2023-01-25,PAUBA BEACH,-145.5,2025-03-06
Viagem,2023-01-25,PAUBA BEACH,-145.5,2025-03-06
Restaurante,2023-02-25,HAVANNA,36.4,2025-03-06
Outros,2023-02-25,TABACARIA LEE,54.0,2025-03-06
